ID;Word;English Trans.;POS;VAL_M;VAL_SD;VAL_N;ARO_M;ARO_SD;ARO_N;CON_M;CON_SD;CON_N;IMA_M;IMA_SD;IMA_N;AVA_M;AVA_SD;AVA_N;FAM_M;FAM_SD;FAM_N
956;nariz;nose;N;4.90;1.07;20;3.23;1.63;22;6.45;1.18;22;6.90;0.45;20;6.14;1.64;22;6.86;0.36;21
957;naufragio;shipwreck;N;2.00;1.11;22;6.40;2.04;20;5.55;1.76;20;5.52;1.25;21;4.21;2.17;24;4.36;1.94;22
958;náusea;nausea;N;2.13;1.15;24;6.19;2.09;21;4.77;1.82;22;4.71;1.52;21;5.00;2.18;20;5.00;1.55;21
959;navaja;knife;N;2.35;1.50;20;7.41;2.17;22;6.45;1.00;20;6.43;0.81;21;4.70;2.40;23;4.68;1.78;22
960;navajero;navajero;N;2.85;1.83;26;6.90;1.92;20;5.95;1.02;21;3.65;2.18;20;2.73;1.98;22;3.32;1.84;22
961;navidad;Christmas;N;6.20;1.82;20;5.05;2.77;22;4.80;2.33;20;5.70;1.42;20;6.55;1.00;20;6.30;0.98;20
962;necesitar;need;V;5.00;1.75;22;5.95;1.70;20;2.67;1.68;21;2.10;1.02;20;4.92;2.22;24;6.45;0.76;20
963;negro;black;A N;4.95;1.17;22;3.86;1.77;21;6.29;0.96;21;6.67;0.73;21;5.05;2.61;22;6.43;1.21;21
964;nervio;nerve;N;4.42;1.77;24;7.43;1.80;21;4.05;1.85;20;4.29;1.85;21;4.50;2.24;20;5.65;1.39;20
965;neurótico;neurotic;A N;3.59;1.10;22;6.55;1.67;20;4.74;1.63;23;2.70;1.55;23;3.64;2.06;22;5.45;1.50;20
966;niebla;fog;N;4.59;1.68;22;4.00;2.10;20;5.73;1.35;22;6.41;0.67;22;4.50;2.13;22;6.09;1.38;22
967;nieta;granddaughter;N;6.73;1.69;26;3.60;1.82;20;6.48;1.03;21;3.65;2.08;20;5.23;1.80;22;6.04;1.49;23
968;niña;girl;N A;6.64;1.19;28;4.00;2.04;23;5.23;1.74;22;6.90;0.30;21;6.43;1.21;21;6.77;0.87;22
969;niño;child;N A;7.05;1.28;20;5.30;2.23;20;5.85;1.27;20;6.80;0.41;20;6.50;1.05;20;6.71;0.64;21
970;nitrógeno;nitrogen;N;5.04;1.15;23;4.45;2.24;22;4.65;2.08;20;2.91;2.13;23;3.50;2.30;22;4.23;1.95;22
971;noción;notion;N;5.41;0.73;22;3.40;1.82;20;2.90;1.65;20;1.20;0.41;20;2.65;1.92;23;4.82;1.92;22
972;novedad;novelty;N;6.95;1.25;22;6.45;2.06;20;2.65;1.42;20;2.32;1.36;22;5.14;1.91;22;5.65;1.63;20
973;novio;boyfriend;V N;6.55;1.67;20;6.09;2.56;22;6.14;0.73;21;5.23;2.02;22;6.41;0.96;22;6.64;0.79;22
974;obispo;bishop;V N;3.32;1.62;22;3.90;2.51;20;6.65;0.59;20;5.64;1.53;22;4.09;2.27;22;5.32;1.84;22
975;objeto;object;V N;4.95;0.69;20;3.62;1.72;21;1.73;1.75;22;4.00;2.27;22;3.86;1.52;22;6.39;1.47;23
976;obsesión;obsession;N;2.75;1.89;20;6.36;1.65;22;2.36;1.40;22;2.70;1.30;20;4.30;2.18;20;6.00;1.23;22
977;olvido;forgot;V N;2.35;1.27;23;5.30;2.64;20;2.60;1.70;20;2.40;1.27;20;3.45;1.77;22;5.55;1.54;20
978;ombligo;belly button;N;5.23;1.07;22;3.10;1.83;20;6.55;1.01;22;6.86;0.35;22;5.50;2.04;22;6.36;1.05;22
979;opio;opium;N;3.88;1.87;24;4.05;2.01;21;5.29;2.05;21;3.24;2.10;21;2.65;2.43;20;3.38;1.32;21
980;oportunidad;opportunity;N;7.90;1.14;21;4.82;1.99;22;3.40;2.09;20;3.24;2.00;21;4.59;2.11;22;6.45;1.15;20
981;oposición;opposition;N;4.43;1.62;23;6.23;2.05;22;3.65;1.73;20;2.78;1.57;23;4.36;1.99;22;5.70;1.66;20
982;optimismo;optimism;N;7.83;0.94;23;4.60;3.08;20;3.05;1.94;21;2.80;1.58;20;3.91;1.87;22;6.20;1.01;20
983;oración;prayer;N;4.33;1.28;21;3.45;1.70;20;3.24;1.79;21;3.45;1.57;22;4.64;2.24;22;5.67;1.39;21
984;orfanato;orphanage;N;1.73;0.83;22;6.10;2.10;20;6.10;1.55;20;5.40;1.85;20;5.04;2.08;23;4.52;1.97;21
985;órgano;organ;N;4.91;0.87;22;5.60;1.73;20;4.62;1.99;21;5.68;1.32;22;5.00;1.92;20;5.62;1.47;21
986;orgasmo;orgasm;N;8.15;1.27;20;7.36;2.44;22;5.00;1.95;22;4.00;2.29;22;6.14;1.52;22;6.23;1.23;22
987;otoño;autumn;V N;5.19;1.86;21;3.40;2.11;20;4.95;2.11;20;6.19;0.98;21;6.59;0.67;22;6.35;1.39;20
988;paciente;patient;A N;4.95;1.53;22;4.00;1.93;22;5.10;1.51;21;5.00;1.80;22;5.70;1.38;20;5.81;0.93;21
989;pacto;pact;V N;5.63;1.38;24;5.43;1.40;21;2.55;1.36;20;3.05;1.79;22;4.90;2.02;20;5.60;1.64;20
990;página;page;N;5.15;0.99;20;3.68;1.99;22;5.71;1.62;21;6.23;0.97;22;5.65;1.82;23;6.68;0.89;22
991;pala;shovel;N;4.38;1.02;26;3.50;1.64;20;5.19;1.63;21;6.50;1.24;20;4.95;2.19;22;5.18;1.79;22
992;palma;palm;N V;5.00;0.56;20;3.86;1.67;22;4.55;1.92;22;5.85;1.39;20;5.75;1.55;20;5.67;1.20;21
993;pamela;pamela;N;5.70;1.34;20;4.35;1.95;20;5.00;1.95;21;6.05;0.92;21;4.05;2.32;22;4.29;2.03;21
994;panadera;baker;N;5.93;1.15;28;3.83;2.01;23;5.91;1.31;22;6.38;0.80;21;5.95;1.56;21;5.90;1.48;21
995;pánico;panic;A N;2.20;0.89;20;7.35;1.60;20;3.05;1.56;22;3.90;1.89;20;5.32;1.52;22;5.14;1.75;22
996;pantano;swamp;N;5.32;1.49;22;4.70;2.30;20;5.86;1.08;22;5.95;1.17;22;5.59;1.68;22;5.59;1.44;22
997;pañuelo;handkerchief;N;4.26;0.96;23;3.95;2.19;20;6.30;1.03;20;6.82;0.39;22;6.14;1.42;22;6.33;1.20;21
998;papa;Pope;V N;7.00;2.05;21;4.50;1.92;22;5.40;1.82;20;6.43;1.12;21;6.05;1.73;20;6.50;0.80;22
999;papel;paper;N;5.32;0.95;22;3.73;1.55;22;5.15;2.01;20;6.91;0.29;22;6.55;1.10;22;6.40;1.31;20
1000;paracaídas;parachute;N;6.65;1.60;20;6.86;2.47;22;6.90;0.30;21;6.73;0.55;22;4.91;2.54;23;5.43;1.78;21
1001;paraguas;umbrella;N;3.15;1.63;20;5.30;1.87;20;6.29;1.01;21;7.00;0.00;23;6.64;0.66;22;6.50;0.89;20
1002;pared;wall;N;4.77;0.61;22;3.45;1.76;20;6.32;0.95;22;6.55;1.00;20;6.00;1.54;22;6.52;1.17;21
1003;parque;park;N;7.18;1.16;28;3.35;2.37;23;4.55;1.82;22;6.81;0.68;21;6.19;1.17;21;6.76;0.54;21
1004;párrafo;paragraph;N;4.80;0.52;20;4.05;1.47;20;5.41;1.40;22;5.75;1.68;20;4.59;1.94;22;6.23;1.11;22
1005;partera;midwife;N;4.85;1.42;20;6.00;2.08;20;4.90;1.64;21;2.64;1.89;22;2.68;1.73;22;2.74;1.68;23
1006;parto;delivery;V N A;7.39;2.15;23;7.64;1.29;22;5.45;1.77;22;6.05;1.24;21;6.23;1.54;22;4.85;2.08;20
1007;pasado;past;N V;5.50;2.22;22;5.30;2.03;20;2.60;1.76;20;3.15;1.87;20;5.86;1.46;22;6.14;1.73;22
1008;pase;pass;V N;4.90;1.04;21;3.75;1.68;20;3.10;1.52;20;4.83;2.19;23;4.05;2.14;20;4.85;1.84;20
1009;pasillo;aisle;N;4.70;1.03;20;3.77;1.69;22;5.70;1.26;20;6.32;0.89;22;4.36;2.11;22;6.10;1.26;21
1010;pasión;passion;N;7.96;0.98;23;6.70;3.03;20;2.95;1.85;20;4.05;1.79;20;5.86;1.55;22;6.55;1.19;20
1011;pasividad;passivity;N;3.80;1.40;20;3.27;2.12;22;2.85;1.60;20;2.22;1.41;23;3.74;2.40;23;5.00;1.56;20
1012;pasta;pasta;N V;5.95;1.25;22;4.82;1.89;22;3.70;1.72;20;6.59;0.67;22;6.30;1.56;20;6.90;0.30;21
1013;pastor;pastor;N;5.10;0.85;20;3.36;1.56;22;6.09;1.23;22;6.45;0.76;20;4.80;2.44;20;5.73;1.49;22
1014;pata;leg;N ;4.90;0.54;21;3.30;1.89;20;5.09;1.87;22;6.60;0.75;20;5.30;2.32;20;5.91;1.44;23
1015;patente;patent;V A N;5.14;0.91;21;4.27;1.70;22;3.95;1.76;22;1.83;0.94;23;2.86;1.75;22;3.95;1.50;22
1016;patinadora;skater;N;6.12;1.45;26;4.70;2.05;20;6.19;0.93;21;5.85;1.60;20;5.68;1.62;22;5.05;1.86;21
1017;patrón;pattern;N;4.70;0.86;20;4.18;1.50;22;3.62;1.88;21;3.95;2.34;22;3.80;1.99;20;4.50;1.64;20
1018;patronato;patronage;N;4.80;0.52;20;3.45;1.74;22;4.43;1.90;23;2.87;2.28;23;2.32;1.89;22;2.10;1.58;21
1019;pausa;pause;N V;5.29;1.38;21;2.35;1.42;20;4.14;2.23;22;2.74;1.63;23;4.95;2.52;20;5.55;1.37;22
1020;pausado;paused;A V;4.86;1.25;22;2.68;1.52;22;3.95;1.54;20;2.48;1.91;21;3.36;2.08;22;4.77;1.77;22
1021;pavimento;pavement;N;4.68;0.84;22;3.75;1.65;20;5.00;1.48;22;5.05;1.86;22;3.00;2.02;24;4.30;2.13;20
1022;peca;sins;N V;5.45;1.70;20;3.25;1.71;20;5.29;2.12;21;6.05;1.17;22;5.45;1.84;22;5.14;1.68;21
1023;pecado;sin;N V;4.08;1.89;24;4.81;2.58;21;3.77;1.60;22;2.18;1.74;22;4.00;2.47;20;5.30;1.34;20
1024;pecar;to sin;V;3.27;1.58;22;6.45;1.99;20;4.05;1.86;22;2.04;1.58;23;4.32;1.94;22;5.15;1.63;20
1025;pedazo;piece;N;4.90;1.18;21;4.05;2.01;20;3.45;1.95;22;4.43;1.99;21;4.09;1.93;22;5.64;0.85;22
1026;pediatra;pediatrician;N;5.77;1.61;26;3.60;1.96;20;6.48;0.81;21;5.40;1.79;20;5.64;1.53;22;5.05;2.19;20
1027;pedófilo;pedophile;N;1.14;0.35;22;8.00;0.86;20;5.50;1.71;22;3.10;2.29;20;3.52;2.43;23;4.05;2.27;21
1028;peinado;hairstyle;A N V;6.45;1.23;20;3.75;1.97;20;3.71;1.65;21;6.05;1.40;21;6.23;1.41;22;6.59;0.96;22
1029;peligro;danger;V N;2.50;1.19;20;7.36;1.65;22;2.90;2.13;20;3.33;1.28;21;5.14;1.67;22;6.00;1.62;20
1030;pelota;ball;N;6.04;1.46;23;4.15;2.56;20;5.91;1.51;22;7.00;0.00;21;6.55;0.91;22;6.38;0.92;21
1031;peluca;wig;N;4.68;1.25;28;3.87;2.22;23;6.36;0.58;22;6.71;0.72;21;4.62;2.20;21;5.40;1.79;20
1032;peluquera;hairdresser;N;5.60;0.99;20;4.15;1.95;20;6.29;0.85;21;6.43;1.25;21;6.50;0.91;22;6.48;1.21;21
1033;peluquero;hairdresser;N;5.55;1.05;20;4.45;2.11;20;6.14;1.01;21;6.52;1.12;21;6.32;1.36;22;6.10;1.34;21
1034;pendiente;slope;A N;5.33;1.11;21;4.45;1.96;20;4.95;2.01;20;6.45;1.01;22;6.20;1.11;20;5.86;1.73;22
1035;pene;penis;V N;5.77;1.48;22;6.60;1.96;20;6.82;0.39;22;6.87;0.34;23;5.95;1.43;22;6.43;1.21;21
1036;penetración;penetration;N;5.95;1.99;22;7.55;1.43;20;4.80;1.82;20;4.82;2.34;22;6.18;1.47;22;6.38;0.80;21
1037;pensión;pension;N;4.85;1.50;20;4.30;1.69;20;4.10;1.37;20;4.35;1.63;20;3.50;2.18;22;5.68;1.59;22
1038;perdición;perdition;N;2.74;1.29;23;5.91;2.37;22;2.86;1.36;22;2.23;1.97;22;3.95;2.40;22;4.52;1.44;21
1039;pérdida;loss;N;1.55;0.96;22;7.80;1.15;20;2.40;1.73;20;3.09;2.00;22;5.75;1.54;24;6.25;1.52;20
1040;perdido;lost;V A N;2.70;1.30;20;6.29;1.79;21;3.60;1.35;20;2.80;1.58;20;4.80;1.47;20;6.05;1.09;22
1041;perezoso;lazy;A N;4.60;1.23;20;2.24;1.37;21;5.17;1.59;23;4.83;1.80;23;5.00;1.77;22;6.33;0.73;21
1042;perfil;profile;N;5.19;0.51;21;4.50;1.60;22;3.48;1.40;21;4.00;1.83;22;5.50;2.12;20;6.05;1.46;22
1043;periódico;newspaper;A N;5.61;1.10;28;4.04;2.03;23;5.32;1.91;22;6.90;0.30;21;6.24;0.94;21;6.65;0.78;23
1044;persecución;persecution;N;2.73;1.49;22;7.25;2.40;20;4.05;1.82;20;4.80;1.91;20;4.74;2.16;23;4.35;2.35;20
1045;perversión;perversion;N;2.55;1.63;22;7.95;1.15;20;3.71;1.62;21;2.80;1.24;20;3.67;1.95;24;3.85;1.79;20
1046;pervertido;perverted;A N V;2.23;2.07;22;6.95;1.32;20;5.04;1.64;23;4.17;2.23;23;4.45;2.22;22;5.55;1.53;22
1047;pesadilla;nightmare;N;2.09;1.02;22;7.05;1.54;20;4.38;1.69;21;3.57;1.47;21;5.27;1.75;22;6.18;1.18;22
1048;pesimismo;pessimism;N;2.09;1.04;23;7.30;1.34;20;4.36;1.84;22;2.43;1.47;21;3.50;1.85;22;5.64;1.26;22
1049;pesimista;pessimistic;A N;2.23;0.91;26;4.95;2.54;20;4.76;2.23;21;2.55;1.82;20;3.23;2.14;22;5.65;1.92;23
1050;petróleo;oil;N;3.77;1.66;22;4.75;2.17;20;6.45;0.74;22;5.75;1.48;20;5.09;1.95;22;5.75;1.52;20
1051;picaresca;picaresque;A N;5.73;1.28;22;5.50;2.01;20;3.45;1.97;22;2.22;1.38;23;2.73;1.83;22;3.64;1.94;22
1052;pie;foot;N;4.90;0.62;21;3.81;1.78;21;6.27;1.35;22;6.86;0.47;22;6.27;1.45;22;6.55;0.76;20
1053;pieza;piece;N;4.85;0.49;20;3.86;1.82;21;4.09;2.20;22;4.95;1.81;22;5.05;2.06;22;5.55;1.96;20
1054;pila;stack;N;4.90;0.94;21;4.27;2.07;22;5.33;2.13;21;6.55;1.28;20;5.15;2.03;20;5.95;1.36;20
1055;piloto;pilot;V N;5.35;1.35;26;5.95;2.09;20;5.19;1.40;21;6.20;1.20;20;6.00;1.35;22;5.95;1.33;22
1056;pincel;brush;N;5.50;1.37;22;3.60;1.73;20;6.19;1.25;21;6.86;0.47;22;5.38;2.32;24;5.33;1.53;21
1057;pinchazo;puncture;N;2.95;1.13;22;6.73;1.52;22;4.83;1.85;23;5.83;1.53;23;5.86;1.55;22;5.91;1.48;22
1058;pino;pine;N A ;5.77;1.41;22;2.65;1.79;20;6.09;1.41;22;6.10;1.48;21;5.25;2.38;20;5.62;1.40;21
1059;pinta;pint;V N A;5.05;1.20;21;3.68;1.99;22;3.32;1.59;22;3.23;2.39;22;4.65;2.41;20;4.85;2.18;20
1060;pintora;painter;N;6.55;1.19;20;2.85;1.57;20;5.29;1.10;21;6.18;1.30;22;4.91;1.82;22;5.35;2.13;20
1061;pipa;pipe;N V;5.14;0.89;22;3.75;1.62;20;5.41;1.79;22;6.57;0.95;23;4.55;2.01;20;5.70;1.61;23
1062;pirata;pirate;A N;4.69;1.89;26;5.90;2.02;20;5.48;1.40;21;6.40;1.23;20;4.86;1.93;22;5.33;1.91;21
1063;pirómano;arsonist;N;1.85;1.23;20;7.40;1.14;20;5.86;1.15;21;4.55;2.14;20;4.70;2.03;23;5.09;1.72;22
1064;pista;track;N V;5.00;1.22;21;4.10;1.92;21;2.90;2.05;21;4.20;2.19;20;4.85;2.46;20;5.52;1.54;21
1065;placer;pleasure;V N;8.39;0.99;23;6.05;3.30;20;2.85;2.03;20;4.76;2.00;21;6.23;1.19;22;6.55;0.89;20
1066;placidez;placidity;N;6.87;1.32;23;4.32;3.17;22;3.68;1.89;22;2.32;1.70;22;3.23;2.02;22;3.48;1.69;21
1067;plan;plan;N;5.73;1.42;22;6.00;1.38;20;3.14;1.88;22;2.65;1.61;23;3.83;2.04;24;6.00;1.18;21
1068;plano;plane;A N;4.85;0.75;20;3.23;1.51;22;4.24;2.07;21;4.95;1.66;21;4.50;2.02;22;5.62;1.16;21
1069;plástico;plastic;A N;4.45;1.06;22;3.85;1.79;20;4.90;1.83;20;5.65;1.42;20;4.71;2.26;24;6.43;0.87;21
1070;plato;plate;N;5.55;0.86;22;3.36;1.89;22;5.09;2.09;23;6.96;0.21;23;6.05;1.73;22;6.75;0.72;20
1071;pluma;pen;N ;5.95;1.32;20;2.05;1.32;20;4.81;1.89;21;6.86;0.35;22;5.14;2.12;22;5.30;1.95;20
1072;pobreza;poverty;N;1.48;0.59;23;7.35;1.66;20;3.70;1.98;20;3.64;1.79;22;6.14;0.99;22;6.50;1.00;20
1073;poderío;power;N;5.27;1.91;22;6.00;2.05;20;2.36;1.22;22;2.13;1.06;23;3.79;2.06;24;4.35;1.97;23
1074;poetisa;poet;N;6.12;1.70;26;3.35;2.21;20;6.05;1.12;21;2.75;2.02;20;3.36;2.22;22;4.36;1.89;22
1075;polo;pole;N;5.27;0.94;22;4.00;1.95;22;4.64;1.76;22;6.10;1.34;21;5.00;1.97;20;5.10;1.68;20
1076;pompa;pomp;N;5.91;1.02;22;4.32;1.89;22;5.14;1.74;21;6.41;1.37;22;4.95;2.14;20;3.65;2.28;20
1077;porción;portion;N;5.27;0.77;22;3.95;1.61;20;3.29;1.65;21;5.55;1.43;20;4.70;2.05;20;4.32;1.64;22
1078;pornografía;pornography;N;3.48;2.17;23;6.32;2.30;22;4.85;1.79;20;6.29;1.01;21;5.55;1.82;22;5.77;1.63;22
1079;portería;goal;N;4.90;1.26;21;3.55;1.79;20;5.41;1.62;22;6.52;0.95;23;5.41;2.04;22;5.71;1.93;21
1080;portero;goalie;A N;5.09;0.61;22;3.60;1.96;20;5.50;1.14;22;6.41;0.73;22;5.80;1.28;20;6.05;1.46;22
1081;pórtico;porch;N;5.42;1.45;26;3.50;2.04;20;5.62;1.40;21;5.40;1.64;20;3.27;2.12;22;2.50;1.60;22
1082;posadera;innkeeper;N;4.95;1.36;20;4.20;1.70;20;4.00;1.92;21;4.18;2.08;22;2.91;2.20;22;2.91;1.72;22
1083;posición;position;N;5.20;0.70;20;3.86;1.64;22;2.25;1.74;20;2.09;1.15;22;4.22;2.30;23;6.25;1.55;20
1084;pozo;pit;N;4.22;1.38;23;5.55;2.56;20;6.45;0.69;20;6.85;0.49;20;5.77;1.74;22;5.48;1.78;21
1085;precipicio;cliff;N;3.14;1.59;21;6.45;1.57;22;5.65;1.35;20;5.90;1.22;21;5.27;2.23;22;4.19;2.16;21
1086;pregón;proclamation;N;4.76;1.34;21;3.65;2.03;20;5.13;1.98;23;5.17;2.08;23;4.23;2.27;22;3.57;1.96;21
1087;premio;prize;V N;7.68;0.94;28;6.30;2.42;23;4.23;2.00;22;4.81;1.89;21;5.10;2.05;21;6.27;0.98;22
1088;prensa;press;N V;4.70;1.34;20;4.18;1.65;22;4.20;2.07;20;6.19;1.33;21;5.75;1.55;20;6.25;1.25;20
1089;preocupación;concern;N;2.21;1.18;24;7.24;2.21;21;3.75;2.15;20;2.81;1.12;21;4.95;1.88;20;6.75;0.55;20
1090;presa;dam;N A ;3.50;1.30;22;5.09;2.02;22;3.91;1.97;22;5.18;1.74;22;4.45;2.50;20;4.52;1.78;21
1091;presentador;presenter;N;5.70;1.30;20;5.20;1.74;20;4.57;1.63;21;6.00;1.45;22;5.86;1.55;22;6.05;1.13;22
1092;presentadora;presenter;N;5.31;1.09;26;4.75;1.83;20;5.14;1.59;21;5.70;1.49;20;6.41;0.96;22;6.23;1.23;22
1093;presente;present;V A N;6.87;1.29;23;5.10;2.53;20;2.95;1.76;20;3.19;2.02;21;4.73;2.00;22;6.35;1.09;20
1094;preservativo;condom;A N;6.17;1.44;23;5.36;2.13;22;6.50;0.95;20;6.82;0.39;22;6.36;1.00;22;5.77;1.60;22
1095;presión;pressure;N;2.85;1.50;20;6.73;1.16;22;3.05;1.29;22;2.48;1.16;23;3.95;1.96;22;5.57;1.25;21
1096;prima;bonus, cousin;V A N;6.31;1.35;26;4.35;1.81;20;4.62;2.01;21;4.25;2.22;20;5.95;1.33;22;6.64;0.95;22
1097;primo;cousin;V A N;5.86;1.77;21;4.41;1.84;22;5.20;1.82;20;5.90;1.55;21;6.25;1.48;20;6.62;0.67;21
1098;princesa;princess;N;6.40;2.06;20;4.85;2.18;20;5.48;1.17;21;6.23;0.97;22;5.64;1.99;22;6.04;1.40;23
1099;prioridad;priority;N;5.36;1.18;22;5.20;2.02;20;2.90;1.86;20;2.20;1.32;20;5.27;1.88;22;6.35;0.88;20
1100;prisión;prison;N;2.24;1.22;21;6.59;1.14;22;5.95;1.25;22;6.10;1.25;20;5.14;2.05;22;5.30;1.72;20
1101;prisionero;prisoner;N;1.95;1.13;22;5.20;1.96;20;5.55;1.44;22;5.95;1.05;22;5.38;1.97;24;5.36;1.94;22
1102;privación;deprivation;N;3.52;2.00;23;6.45;2.39;20;2.95;1.43;22;1.59;0.96;22;2.73;1.91;22;4.43;1.57;21
1103;privilegio;privilege;V N;6.50;1.87;24;5.24;2.39;21;3.40;2.11;20;2.27;1.83;22;4.15;1.98;20;6.10;1.29;20
1104;probabilidad;probability;N;5.36;0.90;22;4.73;2.10;22;2.10;1.22;21;1.65;1.18;20;3.91;2.02;23;5.76;1.04;21
1105;proceso;process;V N;5.65;1.04;20;4.32;2.21;22;2.35;1.50;20;2.38;1.69;21;3.48;2.21;23;5.40;1.93;20
1106;prodigio;prodigy;N;6.57;1.53;23;4.59;2.44;22;3.23;1.54;22;2.60;1.50;20;3.45;2.24;22;4.68;1.76;22
1107;producto;product;N;5.14;1.28;21;3.85;1.60;20;3.45;2.16;20;4.55;2.18;22;4.86;2.10;22;5.60;1.79;20
1108;profesora;teacher;N;6.10;1.21;20;4.65;2.06;20;5.05;1.43;21;6.52;0.81;21;6.64;0.58;22;6.95;0.21;22
1109;programa;program;N V;4.92;1.35;26;4.70;1.59;20;2.43;1.16;21;3.70;2.13;20;5.27;2.07;22;6.52;1.31;23
1110;progreso;progress;V N;6.41;1.50;22;4.30;1.66;20;3.15;1.66;20;2.10;1.41;20;3.30;1.98;20;5.57;1.43;21
1111;prohibición;ban;N;2.71;1.33;24;6.67;2.27;21;3.71;2.03;21;3.23;1.72;22;5.10;1.77;20;5.86;1.39;21
1112;propietario;owner;A N;5.38;1.36;21;4.05;1.65;22;4.14;1.83;22;3.14;2.05;22;4.68;1.70;22;5.95;1.15;20
1113;proporción;ratio;N;4.90;0.97;20;4.10;1.55;20;3.24;1.41;21;2.68;1.81;22;2.73;1.78;22;4.68;1.52;22
1114;propuesta;proposal;V N;6.09;1.20;23;4.68;2.12;22;2.95;1.64;20;2.25;1.41;20;4.95;1.70;22;5.25;1.71;20
1115;prosperidad;prosperity;N;8.04;0.93;23;4.18;2.08;22;2.15;1.35;20;2.35;1.35;20;3.36;2.22;22;5.75;1.59;20
1116;protegido;protected;V N;7.59;1.10;22;2.45;2.35;20;3.65;1.76;20;1.90;0.97;20;4.13;1.91;23;5.59;1.33;22
1117;provincia;province;N;4.95;1.16;21;4.14;1.42;22;4.68;1.52;22;4.50;2.06;22;4.45;1.95;22;6.25;1.12;20
1118;provocación;provocation;N;4.42;1.82;24;7.71;1.31;21;3.05;1.61;20;3.10;1.37;21;4.40;1.76;20;5.82;1.22;22
1119;psicóloga;psychologist;N;8.35;1.04;20;4.45;2.61;20;5.38;1.24;21;5.27;1.72;22;6.86;0.35;22;6.59;0.96;22
1120;publicidad;advertising;N;5.35;1.35;20;4.00;2.18;22;4.00;1.72;20;5.71;1.45;21;6.13;1.52;23;6.60;0.75;20
1121;publicista;publicist;N ;5.50;1.40;20;5.45;1.39;20;4.81;1.44;21;3.85;1.63;20;3.41;1.92;22;5.65;1.56;23
1122;puente;bridge;N;5.74;1.14;23;4.60;2.26;20;5.71;1.79;21;6.64;0.95;22;5.82;1.65;22;6.35;1.09;20
1123;puerta;gate;N;5.00;0.44;22;4.41;1.44;22;6.55;0.60;22;6.82;0.50;22;6.59;0.96;22;6.86;0.35;22
1124;puerto;port;N;6.30;1.36;23;3.65;2.58;20;5.86;1.82;21;5.90;1.17;20;5.91;1.15;22;6.05;1.23;20
1125;pulsera;bracelet;N;5.87;1.10;23;4.15;1.87;20;6.65;0.59;20;6.50;0.91;22;6.18;1.44;22;6.62;1.16;21
1126;puñal;dagger;N;2.36;1.40;22;7.05;1.43;22;6.18;1.01;22;6.70;0.47;20;4.04;2.25;23;4.91;1.80;22
1127;puño;fist;N;3.20;1.32;20;6.55;2.56;22;6.32;0.78;22;6.40;1.39;20;5.30;2.08;23;5.91;1.34;22
1128;pupila;pupil;N;5.30;0.92;20;4.05;1.84;22;6.55;0.83;20;6.09;1.48;22;5.00;2.45;20;5.43;1.36;21
1129;pureza;purity;N;6.74;1.66;23;3.40;2.76;20;2.75;1.77;20;2.57;1.60;21;2.82;1.84;22;4.80;1.91;20
1130;purgatorio;purgatory;N;3.57;2.06;23;5.23;2.22;22;4.41;2.15;22;2.82;1.59;22;2.82;2.02;22;4.04;2.23;23
1131;puro;pure;A N;4.85;2.13;20;3.55;2.31;20;4.15;2.54;20;4.77;2.54;22;4.35;2.35;20;5.57;1.90;23
1132;queja;complaint;N V;3.09;1.28;23;6.36;1.59;22;3.20;1.99;20;2.23;1.31;22;5.55;1.74;22;5.85;1.98;20
1133;quemadura;burn;N;2.75;1.07;20;7.00;1.45;21;6.22;1.38;23;6.70;0.63;23;5.95;1.62;22;6.05;1.43;21
1134;querida;darling;V N;5.50;2.35;20;4.40;1.96;20;2.57;1.25;21;2.95;1.73;20;3.45;2.15;22;5.10;1.77;20
1135;querido;dear;V N;8.00;1.06;24;5.48;2.86;21;3.29;1.49;21;2.55;1.99;22;4.50;2.14;20;6.55;0.74;22
1136;quiebra;bankruptcy;V N;1.91;1.31;22;7.00;1.89;20;3.65;1.73;20;2.80;2.04;20;3.96;2.14;23;4.50;1.79;20
1137;quietud;stillness;N;4.74;1.66;23;2.55;1.97;22;3.10;1.68;20;3.04;1.77;23;3.27;2.35;22;5.15;1.63;20
1138;quimera;chimera;N;4.40;1.76;20;4.09;2.18;22;2.95;2.04;21;2.10;1.25;20;2.23;1.97;22;3.35;1.81;20
1139;quiosco;kiosk;N;5.05;0.72;22;4.35;2.11;20;6.62;0.92;21;6.55;0.96;22;5.67;1.88;24;6.43;0.84;23
1140;rana;frog;N;5.32;1.39;22;3.60;1.98;20;6.60;0.82;20;6.95;0.22;21;5.45;1.92;22;4.95;2.24;20
1141;rapto;rapture;V N;2.85;1.79;20;6.68;1.59;22;3.50;1.41;22;4.14;2.06;21;3.86;2.32;22;4.20;2.33;20
1142;rareza;rarity;N;4.27;1.39;22;4.35;1.90;20;2.50;1.36;20;1.90;0.91;20;2.57;1.50;23;5.19;1.25;21
1143;rastro;trace;N;4.45;1.01;22;4.50;1.63;22;3.32;1.59;22;3.68;1.94;22;4.36;1.92;22;4.75;1.74;20
1144;realeza;royalty;N;4.55;2.09;22;4.10;2.15;20;4.60;1.93;20;4.30;2.45;20;4.74;1.91;23;5.09;2.04;23
1145;realidad;reality;N;5.57;1.65;23;5.40;2.35;20;2.95;1.76;20;1.82;1.30;22;3.68;2.03;22;6.35;1.27;20
